,data,labels,group,generalisation
12553,what is the status of my online order,order_status,train,ID
12554,what's the status of the order i placed online last week with target,order_status,train,ID
12555,please tell me the status of my last online order from walmart,order_status,train,ID
12556,"can i still make changes to my order, or has it already been shipped",order_status,train,ID
12557,i need an update on my online order from nespresso,order_status,train,ID
12558,when can i expect to receive the order,order_status,train,ID
12559,has my order been shipped,order_status,train,ID
12560,can you give me a status update on my online order from amazon,order_status,train,ID
12561,what is the status of my online order of coffee pods,order_status,train,ID
12562,what is the status of my recent order,order_status,train,ID
12563,can you please check on the status of my online order,order_status,train,ID
12564,check up on the status of my online order,order_status,train,ID
12565,online order: status,order_status,train,ID
12566,check on the status of my order,order_status,train,ID
12567,where is my order,order_status,train,ID
12568,is my order here yet,order_status,train,ID
12569,when will my order be delivered,order_status,train,ID
12570,check the status of my order,order_status,train,ID
12571,show me where my order is,order_status,train,ID
12572,has my order been shipped yet,order_status,train,ID
12573,can you check to see if my order has been delivered,order_status,train,ID
12574,"could you check to see if my order has been delivered, please",order_status,train,ID
12575,"can you check to see if my order has been delivered, please",order_status,train,ID
12576,"could you check if my order has been delivered, please",order_status,train,ID
12577,could you check to see if my order has been delivered,order_status,train,ID
12578,has the order that i placed arrived,order_status,train,ID
12579,is my order already here,order_status,train,ID
12580,is my order due yet,order_status,train,ID
12581,is the packaged delivered already,order_status,train,ID
12582,has my order arrived yet,order_status,train,ID
12583,how soon will me package arrive,order_status,train,ID
12584,when can i expect my order,order_status,train,ID
12585,check order number,order_status,train,ID
12586,"track package, please",order_status,train,ID
12587,are you able to track my package,order_status,train,ID
12588,track my package,order_status,train,ID
12589,what is the tracking on my package,order_status,train,ID
12590,get the tracking on my package,order_status,train,ID
12591,what is the status of my delivery order,order_status,train,ID
12592,where is my delivery order,order_status,train,ID
12593,has my delivery order arrived yet,order_status,train,ID
12594,has my delivery order showed up,order_status,train,ID
12595,"i ordered for delivery, has is arrived yet",order_status,train,ID
12596,what is the status of my most recent order,order_status,train,ID
12597,has my recent order shipped,order_status,train,ID
12598,when will my order be here,order_status,train,ID
12599,will my order be here by saturday,order_status,train,ID
12600,how do i change my pin for number for my abc bank account,pin_change,train,ID
12601,what do i need to do to change my abc bank account pin number,pin_change,train,ID
12602,i have no idea what the pin is for my checking account,pin_change,train,ID
12603,i cannot recall the pin for my savings account,pin_change,train,ID
12604,i forgot the pin number for my college fund account,pin_change,train,ID
12605,set up a new pin number on my college fund account and make it be 1234,pin_change,train,ID
12606,i want 1234 to be the new pin number for my joint account,pin_change,train,ID
12607,please change my checking account pin to 1234,pin_change,train,ID
12608,i need to set up a new pin number for my college fund account,pin_change,train,ID
12609,i want my savings account pin to be 1234 from now on,pin_change,train,ID
12610,please change my retirement account pin number to 1234,pin_change,train,ID
12611,my checking account needs a new pin number,pin_change,train,ID
12612,i seem to have lost the pin for my retirement account,pin_change,train,ID
12613,i would like to replace the pin number for my retirement account,pin_change,train,ID
12614,i'd like to change my pin number for my checking account,pin_change,train,ID
12615,i want a new pin for my savings account,pin_change,train,ID
12616,i'm afraid i've forgotten the pin for my 401k account,pin_change,train,ID
12617,i need help changing my pin,pin_change,train,ID
12618,is there a way to get my pin number,pin_change,train,ID
12619,is there a way to change my pin number for my savings account,pin_change,train,ID
12620,i need my pin number,pin_change,train,ID
12621,"how do i get my pin number, i forgot mine",pin_change,train,ID
12622,help me change my pin number for my money market account,pin_change,train,ID
12623,how do i get a new pin,pin_change,train,ID
12624,tell me how i can get a new pin number,pin_change,train,ID
12625,tell me how to retrieve my pin number,pin_change,train,ID
12626,"help me, i forgot my pin number",pin_change,train,ID
12627,what is the procedure for getting a new pin number,pin_change,train,ID
12628,how do i change my pin number for my payroll account,pin_change,train,ID
12629,change my pin number for my checking account,pin_change,train,ID
12630,change my amex account pin to 1234,pin_change,train,ID
12631,change my amex pin to 1234,pin_change,train,ID
12632,swap my amex pin to 1234,pin_change,train,ID
12633,switch my amex pin to 1234,pin_change,train,ID
12634,set my amex pin to 1234,pin_change,train,ID
12635,you need to change the pin on my bank of america account to be 1234,pin_change,train,ID
12636,i need you to change the pin on my bank of america account to be 1234,pin_change,train,ID
12637,i need to change my pin number for my account,pin_change,train,ID
12638,i must change my pin number for my money market account,pin_change,train,ID
12639,i cannot remember what my pin is for my bank of america checking account,pin_change,train,ID
12640,i really need to change my pin number for my account,pin_change,train,ID
12641,i cannot remember what my pin is for my bank of america checking account this moment,pin_change,train,ID
12642,i want to change my pin number for my checking account,pin_change,train,ID
12643,i want to change my pin number for my account,pin_change,train,ID
12644,please go and change the pin on my bank of america account to be 1234,pin_change,train,ID
12645,i must change my pin number for my account,pin_change,train,ID
12646,go ahead and change the pin on my bank of america account to be 1234,pin_change,train,ID
12647,i got to change my pin number for my account,pin_change,train,ID
12648,i need to change my pin number for my savings account,pin_change,train,ID
12649,i wanna change my pin number for my credit acount,pin_change,train,ID
12650,please change the pin on my bank of america account to be 1234,pin_change,train,ID
12651,i really cannot remember what my pin is for my bank of america checking account,pin_change,train,ID
12652,i gotta change my pin number for my debit account,pin_change,train,ID
12653,i am unable to remember what my pin is for my bank of america checking account,pin_change,train,ID
12654,so it turns out i can't remember what my pin is for my bank of america checking account,pin_change,train,ID
12655,"how do i change my pin number for my account, please",pin_change,train,ID
12656,"how do i update my pin number for my account, please",pin_change,train,ID
12657,"i would like to change the pin on my checking account, please",pin_change,train,ID
12658,"i'd like to change the pin on my savings account, please",pin_change,train,ID
12659,change the pin on my capital one account to be 1234,pin_change,train,ID
12660,change the pin on my redwood credit union account to be 1234,pin_change,train,ID
12661,change the pin on my chase account to be 1234,pin_change,train,ID
12662,how do i update my pin number for my account,pin_change,train,ID
12663,i would like to change the pin on my savings account,pin_change,train,ID
12664,change the pin on my wells fargo account to be 1234,pin_change,train,ID
12665,change the pin on my bank of america account to be 1234,pin_change,train,ID
12666,i would like to change the pin on my checking account,pin_change,train,ID
12667,"i would like to change the pin on my savings account, please",pin_change,train,ID
12668,"how do i reset my pin number for my account, please",pin_change,train,ID
12669,please change pin to 1234 on my bank account trailing in 3829,pin_change,train,ID
12670,on account ending in 3838 change my pin to 1234,pin_change,train,ID
12671,change my pin to 1234 on account ending with digits 4994,pin_change,train,ID
12672,change the pin on my bank account first republic to 1234,pin_change,train,ID
12673,change pin to 1234 on account banner,pin_change,train,ID
12674,help me change my pin number,pin_change,train,ID
12675,can you tell me how i change my pin number,pin_change,train,ID
12676,tell me how to change my pin number,pin_change,train,ID
12677,help me out with changing this pin number,pin_change,train,ID
12678,can i change my pin number,pin_change,train,ID
12679,help me get my pin on my capitol one account changed to 3892,pin_change,train,ID
12680,how can i switch the pin on my wells fargo account to 9982,pin_change,train,ID
12681,i need a reminder for my pin number,pin_change,train,ID
12682,help me remember my pin number,pin_change,train,ID
12683,change the pin on my bofa account to 3892,pin_change,train,ID
12684,i need to reset my pin number,pin_change,train,ID
12685,can you reset my pin number,pin_change,train,ID
12686,can you change my 1st national account pin to 4892,pin_change,train,ID
12687,can you help me with my pin number,pin_change,train,ID
12688,please make the pin on my zion bank account to 3232,pin_change,train,ID
12689,can you tell me my password checking account,pin_change,train,ID
12690,please tell me my pin number for my synovus account,pin_change,train,ID
12691,what's my pin for my fidelity account,pin_change,train,ID
12692,i cant recall my pin number for my city first account,pin_change,train,ID
12693,i forgot my pin number for my northfield account,pin_change,train,ID
12694,i'd like to change my pin number for my wells fargo account,pin_change,train,ID
12695,i would like to change my pin number for my chase account,pin_change,train,ID
12696,i need to change my pin number for my checking account,pin_change,train,ID
12697,i'd like to change my pin number for my savings account,pin_change,train,ID
12698,i forgot my pin number to my chase account,pin_change,train,ID
12699,can you help me remember my pin to my boa account,pin_change,train,ID
12700,"syonara, ai device!",goodbye,train,ID
12701,"goodbye, helpful ai device!",goodbye,train,ID
12702,bye-bye,goodbye,train,ID
12703,"goodbye, ai assistant",goodbye,train,ID
12704,glad we got to talk,goodbye,train,ID
12705,i'm glad i got to talk to you,goodbye,train,ID
12706,nice to speak with you,goodbye,train,ID
12707,this was a great conversation,goodbye,train,ID
12708,talk to you later,goodbye,train,ID
12709,tata for now,goodbye,train,ID
12710,i'm out of here,goodbye,train,ID
12711,"that's all, bye",goodbye,train,ID
12712,see ya later,goodbye,train,ID
12713,adios ai,goodbye,train,ID
12714,"it was great to see you again, see ya later!",goodbye,train,ID
12715,"i had a pleasure talking to you, see you later",goodbye,train,ID
12716,"nice talking again, bye",goodbye,train,ID
12717,i have to go but it was nice talking again!,goodbye,train,ID
12718,"i am glad we got to talk again, see you soon",goodbye,train,ID
12719,sayonara,goodbye,train,ID
12720,catch you around,goodbye,train,ID
12721,good seeing you,goodbye,train,ID
12722,"later, thanks for chatting",goodbye,train,ID
12723,adios,goodbye,train,ID
12724,"great talk, take it easy",goodbye,train,ID
12725,see ya,goodbye,train,ID
12726,"great chat, talk to you later",goodbye,train,ID
12727,"nice talk, talk to you later",goodbye,train,ID
12728,"thanks for chatting, later",goodbye,train,ID
12729,goodbye to you,goodbye,train,ID
12730,i must say goodbye,goodbye,train,ID
12731,i'm saying goodbye now,goodbye,train,ID
12732,it is time to say goodbye,goodbye,train,ID
12733,i have to say goodbye,goodbye,train,ID
12734,cya later,goodbye,train,ID
12735,i enjoyed talking to you,goodbye,train,ID
12736,thanks for talking,goodbye,train,ID
12737,it was good chatting,goodbye,train,ID
12738,it was nice chatting with you,goodbye,train,ID
12739,always nice to talk to you,goodbye,train,ID
12740,"see you later, alligator",goodbye,train,ID
12741,good night,goodbye,train,ID
12742,it was nice to get in touch,goodbye,train,ID
12743,see you soon,goodbye,train,ID
12744,later gator!,goodbye,train,ID
12745,it was nice to talk it out with you,goodbye,train,ID
12746,it was nice to converse with you,goodbye,train,ID
12747,ill see you around,goodbye,train,ID
12748,take it easy!,goodbye,train,ID
12749,later gater,goodbye,train,ID
12750,it was nice to speak with you,goodbye,train,ID
12751,see you later alligator,goodbye,train,ID
12752,fairwell,goodbye,train,ID
12753,have a good one,goodbye,train,ID
12754,peace,goodbye,train,ID
12755,bye for now,goodbye,train,ID
12756,"thanks, bye",goodbye,train,ID
12757,i have to get going,goodbye,train,ID
12758,talk to you later!,goodbye,train,ID
12759,i’ll be leaving now,goodbye,train,ID
12760,i’m leaving-goodbye!,goodbye,train,ID
12761,thanks for talking to me,goodbye,train,ID
12762,it was really nice to be able to chat with you,goodbye,train,ID
12763,it was good to talk to you today,goodbye,train,ID
12764,it was great to have this conversation with you,goodbye,train,ID
12765,it was nice to catch up with you,goodbye,train,ID
12766,it was enjoyable talking with you,goodbye,train,ID
12767,it was great chatting with you,goodbye,train,ID
12768,it was cool talking with you,goodbye,train,ID
12769,it was pleasant conversing with you,goodbye,train,ID
12770,good bye my friend,goodbye,train,ID
12771,i need to go now,goodbye,train,ID
12772,see you again soon,goodbye,train,ID
12773,i've got to run now,goodbye,train,ID
12774,goodbye!,goodbye,train,ID
12775,i had fun speaking with you,goodbye,train,ID
12776,bye!,goodbye,train,ID
12777,later!,goodbye,train,ID
12778,adios!,goodbye,train,ID
12779,until next time!,goodbye,train,ID
12780,farewell!,goodbye,train,ID
12781,it was enjoyable to chat with you,goodbye,train,ID
12782,i'm outta here!,goodbye,train,ID
12783,it was pleasant having a conversation with you,goodbye,train,ID
12784,bye now,goodbye,train,ID
12785,buhbye,goodbye,train,ID
12786,see you in a while,goodbye,train,ID
12787,see you around,goodbye,train,ID
12788,nice to see you again,goodbye,train,ID
12789,nice to see you,goodbye,train,ID
12790,talk later,goodbye,train,ID
12791,tootles,goodbye,train,ID
12792,peace out,goodbye,train,ID
12793,goodbye for now ai,goodbye,train,ID
12794,ai goodbye,goodbye,train,ID
12795,i'll talk to you later ai,goodbye,train,ID
12796,we'll talk later ai,goodbye,train,ID
12797,i have to go ai goodbye,goodbye,train,ID
12798,bye bye!,goodbye,train,ID
12799,see you later!,goodbye,train,ID
12800,why is there a hold on my american saving bank account,account_blocked,train,ID
12801,i am nost sure why my account is blocked,account_blocked,train,ID
12802,why is there a hold on my capital one checking account,account_blocked,train,ID
12803,i think my account is blocked but i do not know the reason,account_blocked,train,ID
12804,can you tell me why is my bank account frozen,account_blocked,train,ID
12805,why is there a hold on my edward jones account,account_blocked,train,ID
12806,why am i locked out of my bank account,account_blocked,train,ID
12807,why in the world am i locked out of my bank account,account_blocked,train,ID
12808,what is the reason for frozen status on my bank account,account_blocked,train,ID
12809,check for why is my bank account frozen,account_blocked,train,ID
12810,i don't know the reason my account is blocked,account_blocked,train,ID
12811,find out for me why is my bank account frozen,account_blocked,train,ID
12812,can you find out why is my bank account frozen,account_blocked,train,ID
12813,why is there a hold on my discover account,account_blocked,train,ID
12814,tell me why am i locked out of my bank account,account_blocked,train,ID
12815,what is the reason i am locked out of my bank account,account_blocked,train,ID
12816,why is my account blocked,account_blocked,train,ID
12817,find out the reason why am i locked out of my bank account,account_blocked,train,ID
12818,i think my account is block but i am not sure why,account_blocked,train,ID
12819,why is there a hold on my charles swab account,account_blocked,train,ID
12820,my chase account has a hold why,account_blocked,train,ID
12821,what's the reason for a hold on my wells fargo account,account_blocked,train,ID
12822,can you find the reason for the block on my account,account_blocked,train,ID
12823,"there's a hold on my chase account, but why",account_blocked,train,ID
12824,tell me the reason there is a hold or block on my account,account_blocked,train,ID
12825,why does my credit union account have a hold on it,account_blocked,train,ID
12826,figure out why there is a block on my account please,account_blocked,train,ID
12827,why am i seeing a hold on my boa account,account_blocked,train,ID
12828,"my account has been blocked, but i have no idea why",account_blocked,train,ID
12829,why is there a block on my account,account_blocked,train,ID
12830,can you please unlock my bank account,account_blocked,train,ID
12831,please let me into my bank account,account_blocked,train,ID
12832,why cannot i take any money out from my bank account,account_blocked,train,ID
12833,what was the reason my bank account was frozen,account_blocked,train,ID
12834,who froze my bank account,account_blocked,train,ID
12835,who can i talk to right away about the current freeze on my account,account_blocked,train,ID
12836,my checking account has a hold on it and i need to know why,account_blocked,train,ID
12837,why is my bank account stopping all transactions from going through,account_blocked,train,ID
12838,i need to know why my bank account is blocking all of activity,account_blocked,train,ID
12839,can you find out what triggered a hold on my bank account,account_blocked,train,ID
12840,can i talk to someone about why there is a hold on my checking account,account_blocked,train,ID
12841,what caused a freeze to be put on my bank account,account_blocked,train,ID
12842,"my account has a hold on it and i can't access my funds, why",account_blocked,train,ID
12843,is there a reason that my bank account has a freeze on it,account_blocked,train,ID
12844,what would cause my bank account to be frozen,account_blocked,train,ID
12845,do you know why i can't log into my bank account,account_blocked,train,ID
12846,why can't i get into my account,account_blocked,train,ID
12847,did i do something to get my bank account frozen,account_blocked,train,ID
12848,was my bank account frozen for a specific reason,account_blocked,train,ID
12849,why are the funds in my bank account frozen,account_blocked,train,ID
12850,what would cause me to be locked out of my bank account,account_blocked,train,ID
12851,why am i unable to access my bank account,account_blocked,train,ID
12852,why is my bank account frozen,account_blocked,train,ID
12853,why would i have been locked out of my own account,account_blocked,train,ID
12854,can you explain to me why my bank account might be frozen,account_blocked,train,ID
12855,i am very confused about why or how my bank would lock me out of my account,account_blocked,train,ID
12856,why would the bank have frozen my account,account_blocked,train,ID
12857,do you know why the bank put a hold on my joint checking account,account_blocked,train,ID
12858,i don't understand why there is a hold on my retirement fund account,account_blocked,train,ID
12859,can you explain why there is a hold on my savings account,account_blocked,train,ID
12860,what's the deal with my bank account being locked,account_blocked,train,ID
12861,what reason could the bank have had for blocking my account,account_blocked,train,ID
12862,why would a hold have been placed on my checking account,account_blocked,train,ID
12863,why on earth would a block have been placed on my account,account_blocked,train,ID
12864,i'm confused about the reason for my bank account being frozen,account_blocked,train,ID
12865,i don't understand why i have been barred from accessing my own account,account_blocked,train,ID
12866,i don't understand why my bank account is frozen right now,account_blocked,train,ID
12867,how come i am being denied access to my bank account,account_blocked,train,ID
12868,do you know why my account appears to be blocked,account_blocked,train,ID
12869,i am confused because my account seems to have been blocked for no reason,account_blocked,train,ID
12870,i am very confused about the block that seems to have been placed on my account why is it there,account_blocked,train,ID
12871,how is it possible that my account has been frozen,account_blocked,train,ID
12872,how come a hold was placed on my 401k account,account_blocked,train,ID
12873,"could you please tell me, my wells fargo account, is there a hold and why",account_blocked,train,ID
12874,"i am unable to complete my order, why could there be a hold on my wells fargo account",account_blocked,train,ID
12875,"was a hold placed on my wells fargo account, and if so why",account_blocked,train,ID
12876,"in regards to my wells fargo account, why is there a hold",account_blocked,train,ID
12877,why was a hold placed on my wells fargo account,account_blocked,train,ID
12878,call my bank customer service number,account_blocked,train,ID
12879,why is my account locked,account_blocked,train,ID
12880,what's with the block on my bank account,account_blocked,train,ID
12881,why did my bank account freeze,account_blocked,train,ID
12882,why'd they put a freeze on my bank account,account_blocked,train,ID
12883,why is my bank account blocking me,account_blocked,train,ID
12884,why can't i access my bank account,account_blocked,train,ID
12885,i think my account is blocked,account_blocked,train,ID
12886,for what reason is my account blocked,account_blocked,train,ID
12887,can you tell me why there's a hold on my mutualone account,account_blocked,train,ID
12888,why don't i have access to my bank account,account_blocked,train,ID
12889,why isn't it letting me into my bank account,account_blocked,train,ID
12890,my capital one account has a hold; why,account_blocked,train,ID
12891,why does my visa account have a hold on it,account_blocked,train,ID
12892,why am i seeing a hold on my charles schwab account,account_blocked,train,ID
12893,tell me about the hold on my chase account,account_blocked,train,ID
12894,can you tell me why my bank account is frozen,account_blocked,train,ID
12895,do you know why my account is blocked,account_blocked,train,ID
12896,"help, my account is blocked",account_blocked,train,ID
12897,"help me please, my account is blocked",account_blocked,train,ID
12898,help me unblock my account,account_blocked,train,ID
12899,"my account is blocked, help me figure out why",account_blocked,train,ID
12900,which song is playing,what_song,train,ID
12901,what's this song called,what_song,train,ID
12902,what song is this,what_song,train,ID
12903,what's the name of this song,what_song,train,ID
12904,what is this song,what_song,train,ID
12905,can you tell me what song this is,what_song,train,ID
12906,which song is this,what_song,train,ID
12907,can you look up the name of this song,what_song,train,ID
12908,i'd like to know what this song is,what_song,train,ID
12909,can you tell me the name of this song,what_song,train,ID
12910,do you know what this song is,what_song,train,ID
12911,what's song am i hearing,what_song,train,ID
12912,tell me the song title,what_song,train,ID
12913,what's the title of this track,what_song,train,ID
12914,what song am i listening to,what_song,train,ID
12915,who sings this song,what_song,train,ID
12916,what's the name of what's playing on my speakers,what_song,train,ID
12917,what's this track,what_song,train,ID
12918,what's playing right now,what_song,train,ID
12919,what's the title of this,what_song,train,ID
12920,what's the name of this tune,what_song,train,ID
12921,what's the name of this release,what_song,train,ID
12922,what's the title of this tune,what_song,train,ID
12923,what track am i listening to,what_song,train,ID
12924,what's this jam called,what_song,train,ID
12925,what's this song,what_song,train,ID
12926,can you name the song on the speakers,what_song,train,ID
12927,who is this song that's on the stereo,what_song,train,ID
12928,can you give me the name of this tune,what_song,train,ID
12929,tell me what song this is,what_song,train,ID
12930,tell me the name of the song that is playing,what_song,train,ID
12931,tell me the name of this song,what_song,train,ID
12932,let me know what song is playing,what_song,train,ID
12933,help me to know what song is playing,what_song,train,ID
12934,i want to know what song is playing,what_song,train,ID
12935,i am wanting to know what song this is,what_song,train,ID
12936,i am needing to know what song is playing,what_song,train,ID
12937,could you let me know what song this is,what_song,train,ID
12938,i need to know what song this is,what_song,train,ID
12939,what is that song that's playing,what_song,train,ID
12940,what is the name of the song that's playing on the radio right now,what_song,train,ID
12941,what's the name of the song you're playing,what_song,train,ID
12942,what music is playing on the the bluetooth now,what_song,train,ID
12943,which song is playing now,what_song,train,ID
12944,can you tell me this song,what_song,train,ID
12945,"name this song, please",what_song,train,ID
12946,what's the song currently playing,what_song,train,ID
12947,what's the name of the current song,what_song,train,ID
12948,what song is playing,what_song,train,ID
12949,what band is this,what_song,train,ID
12950,i like this song who is it by,what_song,train,ID
12951,what is the title of this track,what_song,train,ID
12952,tell me the artist currently playing,what_song,train,ID
12953,what's the artist's name of this song,what_song,train,ID
12954,what is the track title of the song playing,what_song,train,ID
12955,name the singer of this track,what_song,train,ID
12956,who sang this song,what_song,train,ID
12957,who plays this song,what_song,train,ID
12958,what's the now playing song that we are listening to,what_song,train,ID
12959,what's the current song that we are listening at this time,what_song,train,ID
12960,what's the name of the song that we are listening to,what_song,train,ID
12961,what's the song that we are listening at this moment,what_song,train,ID
12962,what's the song they are playing for us right now,what_song,train,ID
12963,what's the name of this song i'm listening to,what_song,train,ID
12964,what am i listening to,what_song,train,ID
12965,what is the current song,what_song,train,ID
12966,can you tell me what song i'm hearing,what_song,train,ID
12967,what am i hearing on the speakers now,what_song,train,ID
12968,what's this song playing,what_song,train,ID
12969,whats the name of the playing song,what_song,train,ID
12970,tell me this songs name,what_song,train,ID
12971,i need to know this song's name,what_song,train,ID
12972,i want to know the name of the song that's playing,what_song,train,ID
12973,can you tell me the mane of the song playing,what_song,train,ID
12974,i'd like to know this song's name,what_song,train,ID
12975,can you get me the name of this song,what_song,train,ID
12976,find out what this song is,what_song,train,ID
12977,i would like to know this song's title,what_song,train,ID
12978,i need to know what this song is called,what_song,train,ID
12979,tell me the title of this song,what_song,train,ID
12980,tell me this song's name,what_song,train,ID
12981,what is the song that's playing,what_song,train,ID
12982,tell me the song that's playing right now,what_song,train,ID
12983,do you know the name of this song,what_song,train,ID
12984,do you know what song this is,what_song,train,ID
12985,what is the name of this song,what_song,train,ID
12986,can you tell me the song we are listening to,what_song,train,ID
12987,which song are we listening to,what_song,train,ID
12988,what is the song that is currently playing,what_song,train,ID
12989,can you tell me what this song is,what_song,train,ID
12990,whats the name of this song,what_song,train,ID
12991,what is the title of this tune,what_song,train,ID
12992,what tune is this,what_song,train,ID
12993,what is that noise,what_song,train,ID
12994,what is playing,what_song,train,ID
12995,whats the title of this,what_song,train,ID
12996,whats the title of this song,what_song,train,ID
12997,the song on speaker is what like,what_song,train,ID
12998,the song on speaker is what,what_song,train,ID
12999,what is the song on speaker,what_song,train,ID
13000,are there any transaction fees associated with my chase card if i am in tokyo,international_fees,train,ID
13001,does my usaa card have international transaction fees,international_fees,train,ID
13002,does my bank of the west card have international transaction fees,international_fees,train,ID
13003,are there any transaction fees associated with my usaa card if i am in india,international_fees,train,ID
13004,does my navy federal card have international transaction fees,international_fees,train,ID
13005,does my chase card have international transaction fees,international_fees,train,ID
13006,are there any transaction fees associated with my navy federal card if i am in germany,international_fees,train,ID
13007,are there any transaction fees associated with my usaa card if i am in south korea,international_fees,train,ID
13008,does my bank of america card have international transaction fees,international_fees,train,ID
13009,are there any transaction fees associated with my navy federal card if i am in japan,international_fees,train,ID
13010,what are the fees for using my card in toronto,international_fees,train,ID
13011,do i incur extra fees if i use my card in london,international_fees,train,ID
13012,do travelers to egypt get hit with transaction fees if they're using a mastercard,international_fees,train,ID
13013,do i have to pay amex transaction fees in brazil,international_fees,train,ID
13014,if i use my card in denver will i get charged extra,international_fees,train,ID
13015,are there fees for using my card in tampa,international_fees,train,ID
13016,will my discover card ding me with transaction fees if i'm in aruba,international_fees,train,ID
13017,does bank of america charge transaction fees if you use it in canada,international_fees,train,ID
13018,will i pay extra if i use my card in juarez,international_fees,train,ID
13019,are there transaction fees for my visa if i'm in russia,international_fees,train,ID
13020,what is the surcharge for using my card in italy while i visit,international_fees,train,ID
13021,for my card is there a extra card while i'm staying in italy,international_fees,train,ID
13022,is there a surcharge for using my card in italy while i'm there,international_fees,train,ID
13023,will i get charged extra if i use my card while in italy,international_fees,train,ID
13024,how much is the charge of using my card in italy during my stay there,international_fees,train,ID
13025,what are the international transaction fees on my amex,international_fees,train,ID
13026,give me a list of international transaction fees for my amex,international_fees,train,ID
13027,what kind of international transaction fees are related to my amex,international_fees,train,ID
13028,will my amex institute international transaction fees on a charge,international_fees,train,ID
13029,can i see all the international transaction fees on my amex,international_fees,train,ID
13030,what are the fees to use my card in nigeria,international_fees,train,ID
13031,what are the foreign transaction fees for cuba,international_fees,train,ID
13032,what additional fees do you charge if i use my card in lisbon,international_fees,train,ID
13033,how much are the foreign transaction fees in brisbane,international_fees,train,ID
13034,what fees are charged if i use something in paris,international_fees,train,ID
13035,does visa charge transaction fees in the uk,international_fees,train,ID
13036,i need to know if there are transaction fees for my visa card in canada,international_fees,train,ID
13037,does american express charge transaction fees for iceland,international_fees,train,ID
13038,are there transaction fees charged to my discover card in japan,international_fees,train,ID
13039,are transaction fees charged for my aaa card in canada,international_fees,train,ID
13040,"when i am in spain using my cmaden card, is there any transaction fee",international_fees,train,ID
13041,what are the transaction fee using our card in florence if any,international_fees,train,ID
13042,tell me if there is any transaction fee using royal card in europe,international_fees,train,ID
13043,are there any transaction fee if i use my boston private card in scotland,international_fees,train,ID
13044,i want to know if there is any transaction fee using washington federal card when i am in canada,international_fees,train,ID
13045,"how much is the atm fee for my boa card in orlando, fl",international_fees,train,ID
13046,"what's the transaction fee for my boa card in orlando, fl",international_fees,train,ID
13047,"if i use my card in mexico, will there be added fees",international_fees,train,ID
13048,are there extra charges for using my card in mexico,international_fees,train,ID
13049,"what, if any, are the charges for using my card in mexico",international_fees,train,ID
13050,is there a surcharge for using my card in mexico,international_fees,train,ID
13051,are there extra fees for using my card in mexico,international_fees,train,ID
13052,are there international transaction fees for using my chase card,international_fees,train,ID
13053,do i have to pay international transaction fees when i use my chase card,international_fees,train,ID
13054,what are my chase cards fees for international transactions,international_fees,train,ID
13055,how much are the international transaction fees for my chase card,international_fees,train,ID
13056,what are the international transaction fees for my chase card,international_fees,train,ID
13057,will i be charged if i use the card in germany,international_fees,train,ID
13058,will i be charged if i use the card in italy,international_fees,train,ID
13059,will i be charged if i use the card in france,international_fees,train,ID
13060,will i be charged if i use the card in australia,international_fees,train,ID
13061,will i be charged if i use the card in paris,international_fees,train,ID
13062,does my card charge if i use it in china,international_fees,train,ID
13063,is there a fee associated with use of my card in burkina faso,international_fees,train,ID
13064,is there a charge to use my card in japan,international_fees,train,ID
13065,"if i use my card in tahiti, will i be charged",international_fees,train,ID
13066,does my card charge a fee for use in indonesia,international_fees,train,ID
13067,is there any transaction fees on my citibank card if used in spain,international_fees,train,ID
13068,how much can i expect in transaction fees for using my visa in portugal,international_fees,train,ID
13069,can you tell me if i will have any transactions fees for using my discover card in turkey,international_fees,train,ID
13070,"i would like to know if there are any fees for using my capital one card in london, england",international_fees,train,ID
13071,are there any fees for using my amex in england,international_fees,train,ID
13072,are there any international transaction fees associated with my visa card,international_fees,train,ID
13073,does my amex card use international transaction fees,international_fees,train,ID
13074,will i receive a fee if i use my card in ireland,international_fees,train,ID
13075,if i use my card in mexico do i get an extra fee,international_fees,train,ID
13076,will i be charged extra for using my card in spain,international_fees,train,ID
13077,is there an extra fee for using my card in costa rica,international_fees,train,ID
13078,will my mastercard charge me a fee for international transactions,international_fees,train,ID
13079,will i get a fee for international transactions with my visa card,international_fees,train,ID
13080,do i get charged more for using my card in canada,international_fees,train,ID
13081,does my mastercard charge international transaction fees,international_fees,train,ID
13082,how much do you charge if i use my card in japan,international_fees,train,ID
13083,will i be charged for using my card in japan,international_fees,train,ID
13084,do i need to pay any fee if i use my card in japan,international_fees,train,ID
13085,do you charge me if i use my card in japan,international_fees,train,ID
13086,will you charge me if i use my card in japan,international_fees,train,ID
13087,show me the international transactions fees for the zenith card,international_fees,train,ID
13088,what are the international transactions fees for my industrial bank card,international_fees,train,ID
13089,are there many international transactions fees for the freedom card,international_fees,train,ID
13090,are there international transactions fees for rainbow card,international_fees,train,ID
13091,does the national card have international transactions fees and how much,international_fees,train,ID
13092,will i be charged if i use my card in dublin,international_fees,train,ID
13093,will i be charged if i use my card in detroit,international_fees,train,ID
13094,are there any transaction fees associated with my amex card if i am in the uk,international_fees,train,ID
13095,will i be charged if i use my card in mexico,international_fees,train,ID
13096,will i be charged if i use my card in canada,international_fees,train,ID
13097,will i be charged if i use my card in france,international_fees,train,ID
13098,are there any transaction fees associated with my amex card if i am in france,international_fees,train,ID
